Is Complete?,Name,Email,Company Name,Provider Type,Category,Hero Image,Hero File Name,Membership Tier,Logo Image,Logo File Name,Street,City,State,Zip,Phone,Website,Description,Lat,Lng,National
yes,,adrc@multco.us,Multnomah County Family Caregiver Support Program,Financial,- Caregiver Support,,CaregiverSupport.jpeg,,,,501 SE Hawthorne Blvd,Portland,OR,97214,503.988.3646,https://multco.us/ads/family-caregiver-support-program,"Being a family caregiver can be stressful, and finding support can be difficult. The Family Caregiver Support Program can provide Options Counseling and money for family caregivers.
",42.3528937,-71.060593,
yes,,info@attrells.com,Attrell's Funeral Chapel,Funeral Home,- End of Life,,end of life.jpeg,,,,24235 NE Dayton Ave.,Newberg,OR,97132,(503) 538-2191,https://www.attrells.com/,"We invite you to discover who has made Attrell's Newberg Funeral Chapel the ultimate provider of creating healing experiences in the community. This section contains the heritage, vision, and the people behind Attrell's Newberg Funeral Chapel's reputation of quality, sincerity, and trust.",45.4028683,-122.7954803,
yes,,robert.filas@dignitymemorial.com,Finely - Sunset Hills Mortuary,Funeral Home,- End of Life,,end of life.jpeg,,,,6801 SW Sunset Hwy,Portland,OR,97225,503 292 6654,https://www.dignitymemorial.com/funeral-homes/portland-or/finley-sunset-hills-mortuary/9588,"As Dignity Memorial® providers, we believe there is no greater responsibility than honoring and preserving the story of one’s life. Whether you’re planning a funeral for a loved one, or making your own arrangements in advance, the celebration of a lifetime begins with Dignity Memorial’s compassionate funeral planners. As North America’s largest provider of funeral, cremation, and cemetery services, the Dignity Memorial network cares for thousands of families each year.
 
What does that mean to you? Our associates feel that funerals and memorial services should be as unique as the individual they honor. We help families create meaningful memorials to truly celebrate the life of their loved one.",45.3838656,-122.759071,
yes,,info@wilhelmportlandmemorial.com,Wilhelm's Portland Memorial,Funeral Home,- End of Life,,end of life.jpeg,,,,6705 SE 14th Avenue,Portland,OR,97202,(503) 894-7611,https://wilhelmportlandmemorial.com/,"At Wilhelm's Portland Memorial, we have provided customizable memorial services for over 60 years. Personalized service options allow you to honor your loved ones in a way that is both meaningful and healing. We hope to provide support and caring while delivering memorial services that celebrate life and help families find the peace they deserve.

If you’re seeking an honorable celebration of life in null and the surrounding areas, we invite you to learn more about where we came from, our vision, and the dedicated people behind our work.",45.524519,-122.6879858,
yes,,help@211info.org,Legacy Emmanual - Unity,Geriatric Psychiatrist,- Medical,,medical.jpeg,,,,1225 NE 2nd Ave,Portland,OR,97232,503-944-8009,https://unityhealthcenter.org/,"Every aspect of our mental health emergency services facility––from the soothing architectural flow to the colors on the walls––is designed to maximize comfort, care and recovery. Most behavioral and mental health emergencies are resolved quickly, so we created 50 comfortable short-term spaces for patients to use during their stay. For those who need longer-term solutions, we also offer inpatient care.
 
Our patients are treated by a dedicated team of psychiatric physicians and care providers. We have care navigators on site to help coordinate ongoing support for all of our patients. They work with community mental health, behavioral health and social service organizations to create and set up continued care plans, with the goal that everyone leaves Unity with a path to recovery in place.
 
At this time our Psychiatric Emergency Service is only for patients 18 and older. If you have need for adolescent psychiatric emergency services, please refer to the Children’s Emergency Department at Randall Children’s Hospital at Legacy Emanuel or OHSU Doernbecher Pediatric Emergency Department.",45.5379568,-122.6216684,
yes,,kelly.buechler@providence.org,Providence West Portland,Geriatric Psychiatrist,- Medical,,medical.jpeg,,,,"9155 SW Barnes Road
 Suite 333",Portland,OR,97225,503-216-5102,https://oregon.providence.org/location-directory/p/providence-psychiatry-clinic-west/#llaid=5737,"Providence Health & Services in Oregon is a not-for-profit Catholic network of hospitals, care centers, health plans, physicians, clinics, home health care and affiliated services guided by a Mission of caring that the Sisters of Providence began in the West nearly 160 years ago.
 
As expressions of God’s healing love, witnessed through the ministry of Jesus, we are steadfast in serving all, especially those who are poor and vulnerable.",45.5204983,-122.684519,
yes,,samanthah@dosha.org,Dosha Salon Spa,Hair,- Wellness,,Wellness.jpeg,,,,SE 8th Ave,Portland,OR,97214,503.228.8280,https://dosha.org/,Our Mission is to care for the world not only in the beauty industry but in everything we do. We live this mission everyday by getting involved and supporting our local community.,47.6646514,-122.5107054,
yes,,kathy@toyourdoorspaandsalon.com,To Your Door Spa and Salon,Hair,- Wellness,,Wellness.jpeg,,,,"16200 SW Pacific Highway
 #H, PMB 110",Tigard,OR,97224,503.530.8888,https://www.toyourdoorspaandsalon.com/,"To Your Door Spa and Salon brings talented technicians to you. Rest assured the technicians who have chosen to contract with To Your Door are highly skilled in their profession and bring a wide range of services. To Your Door has received a four star rating from Elders in Action. In addition our contemporary nail artists are qualified technicians who provide services for Nordstrom Department Store.
 
To Your Door Spa and Salon offers mobile service in the following:
 
- Mobile Hair – Our hair stylists are gifted in cutting and styling hair and can provide styles that range from a pixie cut to beautiful updos for weddings and special events. Our technicians also provide a wide variety of chemical services that range from permanent waves that provide volume, texture, and style, to hair color, highlighting, and weaving.
- Mobile Nails – Our nail technicians are not only competent in acrylic nails, shellac polish, and nail art, but are also skilled in dealing with issues such as thick or ingrown nails.
- Certified Medical Nail Technician. Additional training for thick, ingrown, and a variety of nail problems. Certification requires 80 hours internship with a podiatrist.
- Mobile Massage – Our massage therapists have taken a variety of therapeutic coursework and offer senior massage as well as sports and Swedish massage.",45.47422,-122.65001,
yes,,frontdesk@annastasias.com,Annastasia,Hair,- Wellness,,Wellness.jpeg,,,,7741 SW Capitol HWY,Portland,OR,97219,503.293.5489,https://www.annastasias.com/,"A full service salon specializing in hair, located in the heart of the multnomah village.",45.510411,-122.7701193,
yes,,77salon@gmail.com,77 Salon,Hair,- Wellness,,Wellness.jpeg,,,,1100 Northwest Glisan Street #B2,Portland,OR,97209,503.223.7331,http://www.seventysevensalon.com/,"Located in the heart of the Pearl District, 77 Salon is Portland's #1 hair and beauty salon featuring art, style, and an unparalleled experience that will have you looking your best!
",45.5234136,-122.8073615,
yes,,appointments@gingersalon.com,Ginger Salon,Hair,- Wellness,,Wellness.jpeg,,,,1319 NE Fremont St,Portland,OR,97212,971.267.4080,http://www.gingersalon.com/,"Ginger Salon was born in 2008, at the height of the United States’ financial crisis. And although it was a terrible time to start a business, it was the perfect time to change the hair industry.",45.4892217,-122.6729242,
yes,,info@edwardwadsworth.com,Edward Wadsworth,Hair,- Wellness,,Wellness.jpeg,,,,8650 sw canyon rd,portland,OR,97225,503-292-8868,http://www.edwardwadsworth.com/,"Opened in March of 1975, Edward Wadsworth has been serving the health and beauty needs of the greater Portland area for better than 44 years. A leader in fashion, we have set ourselves apart by demanding the highest ongoing education from our team. We have sent team members to New York and Las Vegas and brought educators to our facility. This keeps our technical skills at a constant level of improvement, plus our team focuses on the guest experience. Our salon guests that we have the privilege of serving make it all worthwhile.",45.5108196,-122.7317429,
yes,,invalid@hairbyyalla.com,Hair by Alla,Hair,- Wellness,,Wellness.jpeg,,,,18029 Lower Boones Ferry Road,Tualitin,OR,97224,503.601.8333,https://hairbyalla.com/,"I’m originally from Odessa, Ukraine, right near the Black Sea. I came to the United States in 2002, and now call Oregon my home. Even back in Ukraine, I was interested in design, art, and crafts. I’ve always had an eye for high-fashion and beauty, and was able to easily fall into the hair design industry. Creating art through hair styles comes naturally. I’m enthusiastic about how hairstyles fit the individual. It’s all about balance and how a style can help an individual’s uniqueness shine through. Furthermore, I’m able to expand my own artistic visions by pursuing the industry’s cutting-edge techniques. I’m constantly striving to improve myself; my skills and my understanding of hair design. I explore the industry’s boundaries and push past them. I endeavor to keep my skills honed, and opt to further my education to learn about new fashion trends and the latest techniques.",45.521301,-122.978373,
yes,,andy.kyler@carepartnersor.org,Care partners,Hospice Care,- Care Communities,,CareCommunities.jpeg,,,,1600 NE Compton Dr. Suite 210,Hillsboro,OR,97006,503.648.9565,https://www.carepartnersor.org/,"It's simple - we provide more and better care because we are accountable to our communities

Since 1982, Care Partners has provided exceptional hospice and palliative care to thousands of individuals and families. We create customized support plans to encompass physical, emotional and spiritual well-being.",45.351635,-122.6544859,
yes,,opal@serenityhospice.org,Serenity Hospice,Hospice Care,- Care Communities,,CareCommunities.jpeg,,,,11481 SW Hall Boulevard Suite 200,Tigard,OR,97223,(503) 639-0600,https://serenityhospice.org/,"We are privileged to provide end-of-life care and are dedicated to doing “Whatever It takes, when it matters most.” We are rigorous in the ongoing evaluation of our performance and work to improve our process and results every day. We are committed to acting with integrity and having a positive impact on everyone with whom we come in contact.

Our mission is to provide exceptional physical, emotional, social, and spiritual support, enabling patients and their loved ones to have an end-of-life experience characterized by dignity, choice and comfort.

*Core Beliefs*
- We are a caring organization whose first responsibility is to do the right thing in serving our patients.
- We value our team, treating them fairly and with respect while holding them accountable for performing their duties and providing exceptional customer service.
- We adhere to the highest ethical and compliance standards.
- We are committed to a successful future for our organization and our staff, focusing on growth, innovation and continued learning.
- We believe that no one should die alone, afraid or in pain.",45.5134099,-122.6164621,
yes,,info@pinnaclehospice.care,Pinnacle Hospicse Care,Hospice Care,- Care Communities,,CareCommunities.jpeg,,,,10570 SE Washington St #207,Portland,OR,97216,(503) 236-7454,http://www.pinnaclehospice.care/,"Pinnacle Hospice Care of Portland was founded by hospice professionals who are committed to provide care that exceeds all expectations. We are proud to be an established hospice provider in Multnomah County and the surrounding counties.
We believe that in providing compassionate care for the terminally ill patients and their families, we help them discover that every minute of every day of life has value and can be lived to the fullest measure. Our goal is enhancing each moment with the most advanced pain management and comfort care available.",,,
yes,,lorry.boone@providence.org,Providence Hospice,Hospice Care,- Care Communities,,CareCommunities.jpeg,,,,4805 NE Glisan St,Portland,OR,97213,503-574-6595,https://oregon.providence.org/our-services/p/providence-hospice/#llaid=9102,"People facing the end of life often need special care, and their families and loved ones may need additional support as well. Common end-of-life desires include avoiding suffering, last wishes followed and dying with dignity. Providence Hospice provides expert, compassionate care for individuals as they face these stages in their lives. We understand that each family is special and tailor our team approach to their specific needs. Our hospice experts work with your primary caregivers to provide patients with the support needed to spend their time living as fully and completely as possible, in your own familiar surroundings, and in the company of family and friends",45.520237,-122.8480833,
yes,,comfortkeepersofportland@gmail.com,Comfort Keepers,In Home Care Services,- Care Communities,,CareCommunities.jpeg,,,,"1225 NW Murray Rd, Ste 101",Portland,OR,97229,(503) 643-2010,https://www.comfortkeepers.com/offices/oregon/portland-west,"Comfort Keepers is a leading provider of in-home, non-medical care for seniors and other adults in need of assistance with daily activities.  Our highly trained and dedicated caregivers can help your loved one stay in the comfort of their home for as long as safely possible - a dream come true for many elders.  We understand the struggle family members face when a loved one needs extra assistance in their home. We’re here to help. Our caregivers alleviate this stress by providing professional in-home care services with a personal touch. 

Our goal is to enrich the lives of our clients while maintaining their safety, well-being, and comfort as they continue to live independently at home despite disease and other age-related conditions. Our caregivers, or our Comfort Keepers, are carefully selected, screened, and trained to provide professional, compassion assistance. Through our unique approach called Interactive Caregiving, our caregivers build true friendships with their clients in order to fulfill their emotional and social needs.

Our offices are independently owned and operated, allowing each location to have a personal and local touch. With more than 700 offices worldwide, Comfort Keepers has been named a world-class franchise for ten years in a row, as well as one of the fastest growing franchise systems by INC. Magazine.",45.497104,-122.7700487,
yes,,social@kindred.com,Kindred at Home,In Home Care Services,- Care Communities,,CareCommunities.jpeg,,,,"3350 Riverwood Parkway, Suite 1400",Atlanta,GA,30339,770.951.6450,https://www.kindredhealthcare.com/locations/home-health/lake-oswego-or-2697,"Home health is skilled nursing and rehabilitative therapy provided in your home. Care is focused on helping you manage a chronic condition or recover from an acute illness, surgery, accident or a change in medical condition.

Our mission is to provide you with high-quality, comprehensive and compassionate care in the comfort of your home, remaining sensitive to your personal circumstances and unique medical needs. We deliver services according to a plan of treatment developed by patients, their family members, physicians and our home health staff to maximize independent functioning and reduce rehospitalizations. You can remain safe in familiar surroundings while family members and caregivers can also be involved. Whether helping to address a serious illness, manage a chronic disease or recuperate from surgery, our skilled professionals help create a supportive and healing environment in your home
.
Our expert care team works to improve your quality of life and prevent unwanted hospital visits on your road to recovery. Our licensed nurses provide compassionate care in the comfort of your own home, including:
 - Disease management
 - Medication management, teaching and administration
 - Illness assessment and instruction
 - Post-surgical management
 - Bathing and personal care assistance
 - Assessments at each visit on your condition and risk for going to the hospital 
 - Measure blood pressure, pulse, respirations, lung sounds, blood glucose or pulse oximetry, as ordered by your doctor
 - If you are recovering from illness, injury or surgery, our highly skilled medical team of caregivers will create a safe, supportive and professional environment in your home. We pledge to maintain the highest quality standards in our delivery of home health care.",45.4854573,-122.7215999,
yes,,linc.hobson@homeinstead.com,Home Instead,In Home Care Services,- Care Communities,,CareCommunities.jpeg,,,,1800 Blankenship Rd Suite 252,West Linn,OR,97068,503) 447-6651,https://www.homeinstead.com/710,"Our families live and work in Clackamas County, OR, so we're invested in our community on a very personal level. And we believe every family in the area deserves individualized in-home senior care with a compassionate touch. That's why we established Home Instead Senior Care of Clackamas County, OR.

As a locally owned business, we offer friendly, responsive service right in your neighborhood. We're dedicated to making our community a better place to live for seniors and their families. 

​Paul and Lori Hogan founded Home Instead, Inc. in 1994 in Omaha, Nebraska. Paul's own family experience caring for his grandmother led him to realize many families could use the help of an in-home caregiver. He and Lori set about creating a company to help seniors to live independently at home. That mission still drives the company and its franchise network today.
",40.6335533,-111.8132148,
yes,,contact@pdxinhomecare.com,Portland In-Home care,In Home Care Services,- Care Communities,,CareCommunities.jpeg,,,,4434 SE Main Street,West Linn,OR,97215,503.479.7179,https://pdxinhomecare.com/,"Portland In-Home Care was founded by Chris Laird and Heather O’ Leary (RN, BSN). Together, they bring a combined experience of over thirty years in caregiving and health services to the Portland metro area.",37.4223109,-122.0846328,
yes,,ecorbin@visitingangels.com,Visiting Angels,In Home Care Services,- Care Communities,,CareCommunities.jpeg,,,,"Haverford Road, Suite 200",Bryn Mawr,PA,19010,800.365-4189,https://www.visitingangels.com/,"Visiting Angels is a national, private duty network of senior home care agencies. We are proud to be the nation's leading provider of non-medical, in-home senior care services. Our Angels provide home care, respite care, senior personal care, elderly care, companion care, and elder care services. With our senior care services, elderly adults can continue to live independently in their own homes.",37.5363138,-122.2492368,
yes,,alison@skindeepandbeyond.com,Skin Deep and Beyound Med Spa,Massage,- Wellness,,Wellness.jpeg,,,,18855 SW Martinazzi,Tualatin,OR,97062,503.692.2888,https://www.skindeepandbeyond.com/,"Patient treatments will most often include:
 
 - Herbal Medicine
 - Nutritional Supplementation & Counseling
 - Homeopathy
 - Hydrotherapy
 - Physical Medicine including Somatic Re-education, light body work and gentle naturopathic manipulation
 - Energy Work/Reiki
 - Pharmaceutical Interventions",45.429469447.255160,-122.7464641,
yes,,info@santepdx.com,Sante Aesthetics and Wellness,Massage,- Wellness,,Wellness.jpeg,,,,210 NW 17th Avenue,Portland,OR,97209,971.407.3067,https://www.santepdx.com/,"First impression of SANTÉ Aesthetics & Wellness in Portland, Oregon, immediately confirms that they are “Portland’s premier oasis for rejuvenation and healing.” And that’s only on the outside. As patients tour their peaceful facility and meet the compassionate staff, they quickly realize that SANTÉ is exactly what they’d envision if they could choose a relaxing atmosphere in which to rejuvenate their health and appearance.
 
Calmness pervades the atmosphere, yet in this serene setting, patients have access to the highest quality holistic medical care, the full range of aesthetic treatments, and a complete spa facility that includes a soaking pool, cool dip pool, steam room, and UV light room.
 
The team at SANTÉ Aesthetics & Wellness includes a group of extensively trained naturopathic doctors who are dedicated to healing and helping each patient achieve their full potential and optimal health. They help patients prevent disease, get to the root cause of illness rather than merely treating symptoms, then treat conditions by combining natural medicine with traditional Chinese medicine.
 
In addition to naturopathic doctors, the team includes a licensed and board-certified diplomate in acupuncture and Chinese herbal medicine, licensed massage therapists, licensed estheticians, and a master esthetician.
 
At SANTÉ Aesthetics & Wellness, patients can receive wellness services, such as naturopathic primary care, medical weight loss, and motor vehicle accident therapy. Their aesthetic services are comprehensive, ranging from facials and injectables like BotoxⓇ and dermal fillers to cutting-edge laser treatments and nonsurgical tightening of the face and neck.
 
When patients seek care at SANTÉ Aesthetics & Wellness, they can look forward to truly individualized care, personal attention, and a team of professionals who care about each person’s physical, mental, and emotional well-being. Call the office or use the online booking feature to schedule an appointment.",45.5321729,-122.6922227,
yes,,info@riversedgehotel.com,The Spa at Rivers Edge,Massage,- Wellness,,Wellness.jpeg,,,,0455 SW Hamilton Ct,Portland,OR,97239,503.802.5800,https://www.riversedgehotel.com/spa/,"When you book direct at riversedgehotel.com, we guarantee you get our very best rate publicly available online. If you find a rate for our hotel on another website that is lower than the best available rate on our website for the same room type, dates, rate payment requirements and restrictions, we will match the lower rate. It’s that simple.",45.5320476,-122.6638111,
yes,,info@brookdale.com,Brookedale,Memory Care,- Care Communities,,careCommunities.jpeg,,,,16655 Nw Walker Road,Beaverton,OR,97006-4163,503-439-1653,https://www.brookdale.com/en/communities/brookdale-beaverton.html,"It’s time to put a lot more living into your loved one’s life. At Brookdale Beaverton, our whole community is built for one thing: memory care. That means from the ground up, from our facilities to our specialist caregivers to our dining room menus, we’re built to help those dealing with Alzheimer’s or other memory loss thrive. Through our Clare Bridge program, perfected over the course of over 25 years, we help gently steer seniors through a life lived well.
 
 Our community provides unique care to residents impaired by symptoms of early, middle, or late stages of Alzheimer’s or dementia. We serve families from Beaverton, Hillsboro, Tigard, Cedar Mill, West Haven-Sylvan, and other surrounding towns and neighborhoods west of Portland in the Tualatin River Valley in Washington County. We are located in a safe, quiet residential neighborhood in Beaverton next to Waterhouse Creek, with easy access to Sunset Highway 26, and Portland only 7 miles away.",,,
yes,,dmhanson@avamere.com,The Pearl at Kruse Way,Memory Care,- Care Communities,,careCommunities.jpeg,,,,4550 Carman Drive,Lake Oswego,OR,97035,503-675-6055,https://www.avamere.com/the-pearl-at-kruse-way/,"With being a part of the Avamere Family of Companies, our mission is to “enhance the life of every person we serve”. At The Pearl at Kruse Way Memory Care Residence, we are proud to offer a warm and nurturing environment for seniors with Alzheimer’s or other forms of dementia. The Pearl promotes health, friendship and trust in a secure setting. Our success comes in the moments of joy that we bring to our residents every day, and in the relief and comfort that we bring to their families and friends.",33.8777937,-84.4580723,
yes,,welcomehome@managedmoves.com,managed Moves,Moving,- Living Transitions,,livingtransitions.jpeg,,,,7145 NE Glisan St,Portland,OR,97213,503.780.7136,https://www.managedmoves.com/,"Managed Moves is a full service downsizing and moving company, serving seniors since 2006. We take what could be an overwhelming process for families and make relocation simple by offering a wide range of solutions to fit your downsize. Our friendly and specialized teams take great care to simplify your next move and make it as stress free as possible.",45.4001999,-122.7354909,
yes,,robbinpdx@yahoo.com,SOS Moving management,Moving,- Living Transitions,,livingtransitions.jpeg,,,,10630 NE Halsey,Portland,OR,97220,503-254-0514,https://www.sosmoves.com/,"SOS Moving Management Services is a group of professionals who provide emotional, organizational, hands on support services for people in the greater Portland area who are moving, home right-sizing or decluttering.
  
 Our job is to remove the stress and make it an experience that is as pleasant possible. And we’ve had a lot of experience at doing just that.",45.4001999,-122.7354909,
yes,,monicawalkernutrition@gmail.com,Zest Wellness,Nutritionist,- Wellness,,Wellness.jpeg,,,,"12670 NW Barnes Road, Suite 102",Portland,OR,97229,(971) 240-5662,https://www.zestwellnessnutrition.com/,"There is no fad diet that will help you look and feel your best the way that developing healthy eating habits will. Skip the diet. Enjoy healthy eating! 
 
By working with clients to customize nutrition plans based on their goals, preferences, and individual needs, we will help you strategize & implement ways to realistically improve health and wellness. 

Whether it's specific athletic achievements, weight management, or dietary changes for medical necessity, you will learn how to optimize your food choices and enjoy healthy eating habits based on the latest nutrition research.",45.5050001,-122.618334,
yes,,portlandrds@gmail.com,Refresh Nutrition,Nutritionist,- Wellness,,Wellness.jpeg,,,,"4730 SW Landing Drive
 Suite 201",Portland,OR,97239,(503) 893-8249,https://portlandrd.com/,"What makes me different from other dietitians or nutritionists? I am not the food police! I do not believe in “diet plans,” deprivation or restriction. As your dietitian, I want to dig deep and learn more about your relationship with food over your whole lifetime ; What better way than this to determine what informs your current beliefs and attitudes about nutrition? I think it is important for us to explore these attitudes together early on in order to determine which of these beliefs are helpful and which are barriers to your ability to develop a healthy and enjoyable relationship with food.

I believe that knowledge is power. Consequently, part of my approach is to give you the keys to the kingdom – I love to educate and give you as many reputable resources as possible for you to develop smart, informed opinions about the nutrition myths, food fads and diet crazes that abound.
 
Finally, I utilize my advanced training in both clinical nutrition and Intuitive Eating nutrition counseling to explore with you a more mindful and self-aware relationship with food as a way to live the vibrant life you deserve.",45.5104686,-122.7700807,
yes,,tina@ginutritionnw.com,GI Nutrition NW,Nutritionist,- Wellness,,Wellness.jpeg,,,,"5201 SW Westgate Drive, Bldg. B, Suite #100",Portland,OR,97221,(971) 238-2369,https://ginutritionnw.com/,"Tina Patnode is a Registered Dietitian Nutritionist (RDN) with 22 years of experience in Medical Nutrition Therapy. She has a huge interest in the human microbiome (aka: microorganisms residing in the gastrointestinal tract). For several years, Tina worked in four gastroenterology clinics in Portland, Oregon where she gained exceptional clinical experience . She thoroughly enjoys helping individuals with digestive disease and conditions improve their quality of life using diet and nutrition therapy.
 
Tina has always had a dream to start her own private practice. So, that is exactly what she did! In 2018, Tina founded GI Nutrition NW, LLC and opened her office in Southwest Portland. Tina meets with her clients face-to-face and also offer virtual (Telehealth) visits to those who reside in Oregon, Utah, California, Arizona, Colorado, and Texas.
 
Approximately ten years ago, Tina started to educate her clients on the low FODMAP diet. The low FODMAP diet was developed by The Monash University and has a wealth of evidence-based research to support its effectiveness in minimizing digestive symptoms in those who have irritable bowel syndrome. Tina is honored to have been trained by well-known, respected industry professionals Kate Scarlata, RD, and Patsy Catsos, RD.
 
Tina recognizes that each person is unique and has specific needs. She will develop a diet and nutritional plan that is tailored to get you on track to optimal digestive health.
 
Tina firmly believes that to be successful, you need more than a list of what not to eat; you need to know what you can eat. With the support and guidance of a well-versed and knowledgeable dietitian like Tina, the success-rate of diet and nutrition therapy is vastly increased.
 
Outside of Tina’s professional life, she stays active by walking, cycling, and gardening. In addition, she enjoys Bikram yoga.",45.4992017,-122.6867232,
yes,,info@sniffdoghotel.com,Sniff Dog Hotel,Pet Boarding,- Aging In Place,,aging in place.jpeg,,,,1828 NW Raleigh St.,Portland,OR,97209,503-208-2366,http://www.sniffdoghotel.com/hotelbeaverton/,"Sniff was established in 2010 by a Portland family who wanted to change the status quo of traditional dog boarding. That it’s possible to have passionate people that love and respect our loyal companions in a place that’s not only designed to be functional and comfortable but beautiful and inviting. 
 
 A place that celebrates the bond between human and dog and lives by one simple expectation: to unconditionally love and care for our dogs as much as they love us. 
 
This is in the center of everything we do. From a weekend stay to a simple nail trim, we’ll treat your pup as if it was one of our own.",45.4900847,-122.6719175,
yes,,info@windyridge.com,Windy Ridge Boarding,Pet Boarding,- Aging In Place,,aging in place.jpeg,,,,13015 SW Tonquin Road,Sherwood,OR,97140,503-625-6774,http://www.windyridge.com/,Windyridge has working owners and an experienced staff to provide warm and caring attention to your pet's needs. Come and visit us soon! We're looking forward to meeting you and your pet.,45.4686257,-122.71136,
yes,,info@boneawayfromhome.com,Bone Away from Home,Pet Boarding,- Aging In Place,,aging in place.jpeg,,,,1717 SE Umatilla St,Sherwood,OR,97202,(503) 206-8903,http://boneawayfromhome.com/,"We are a dog daycare and dog boarding facility in Sellwood, Oregon. Whether you are looking for an extended stay or just want some canine socialization – we are here to pamper your four-legged friend while you are away!
 
We believe in creating a healthy pack and our trained staff will always treat your dog like he was our own. As a family run business, we focus on providing a loving environment for your friend. All dogs who come in for boarding or daycare are considered part of our family.",45.5263085,-122.6824069,
yes,,butlerspetgrooming@gmail.com,Butlers Pet Grooming,Pet Grooming,- Aging In Place,,aging in place.jpeg,,,,6143 SW Murray Blvd,Beaverton,OR,97008,503.641.4924,http://www.butlerspetgrooming.com/,"Established in 1986 as The Dog Wash, we purchased the business in 2007 after being employed for 3 years. In 2016 we decided to change the name to Butlers Pet Grooming. To better explain what our business does. (So many people thought we were a self-service dog wash).
 
We are a small family business. I have been grooming for over 30 years. We have a wonderful client base and we all love what we do and have compassion for all the animals that come to see us.
 
Our family has been into the sport of purebred dogs for many years. We have bred and exhibited some of the top winning Boxers in the United States. We retired from the sport a several years ago to concentrate on our family businesses.
 
My husband and I along with my mother in law and both our daughters work here in the shop. Along with both my Granddaughters that are being conditioned for the shop in the future.",45.4977919,-122.7663587,
yes,,natalka@joyfulpetgrooming.com,Joyful Pet Grooming,Pet Grooming,- Aging In Place,,aging in place.jpeg,,,,"11830 SW Kerr Pkwy
 Suite 209",Lake Oswego,OR,97035,(503) 374-4963,http://www.joyfulpetgrooming.com/,"Joyful Pet Grooming is a pet beauty salon at cozy Mountain Park Plaza mall in Lake Oswego. We are committed to quality and use only state of the art equipment and top of the line all-natural products to avoid any unnecessary stress on your beloved pet. We practice individualized, one-on-approach in a quiet, serene, spa-like atmosphere to assure the most positive experience for our clients. Pet owners are welcome to stay while we groom.
 
Your pet is cared for by Mrs. Nataliya Babin – skilled and passionate professional whose qualifications are recognized by the national trade organizations. Nataliya is a Certified Master Groomer (CMG) through the National Dog Groomers Association of America, and also Certified Feline Master Groomer (CFMG) through the National Cat Groomers Institute of America. Aside from English, she speaks Ukrainian, Polish and Russian.",45.3923089,-122.7514039,
yes,,invalid@heathersfinest.com,Heathers Finest,Pet Grooming,- Aging In Place,,aging in place.jpeg,,,,1411 SW 14th Avenue,Portland,OR,97201,503-914-5353,https://heathersfinest.wixsite.com/dogandcatgrooming,"Heather is very responsible, attentive, and passionate about her career as a groomer of 17 years. She is very aware of pet behavior, body language, and safety at all times.
 
She started her grooming career in Hawaii, helping her uncle showing and grooming Persian cats. She then became interested in dog grooming in 2001. After moving to Portland, Oregon she began grooming at The Pet Boutique, where she learned the technique of hand scissoring Poodles and Bichons.  Since then she has become a very seasoned groomer and is able to groom all breeds of dogs and cats, and is able to perform standard breed and specialty cuts.
 
 ​",45.291889,-122.9888199,
yes,,maryellen@wagalongpetcare.com,Wag along Pet Care,Pet Sitting / Care,- Aging In Place,,aging in place.jpeg,,,,3238 SE 85th Ave,Portland,OR,97266,503.290.6470,http://wagalongpetcare.com/,"Wag Along Pet Care to the rescue! I provide a dog boarding experience unlike any standard type kennel. Dog boarding with Wag Along Pet Care means a vacation for your dog while you are away! I provide a boutique style bed and breakfast experience. Let us become your dog’s home away from home, a place your dog looks forward to visiting.
 
 Boarding can be fun for your dog, if you chose Wag Along Pet Care",45.548342,-122.652287,
yes,,Robert.McKenna@providence.org,Providence,Psychiatrist,- Mental / Dementia,,mental dementia.jpeg,,,,"9135 SW Barnes Road, Suite 461",Portland,OR,97225,503-216-1150,https://oregon.providence.org/location-directory/p/providence-neurological-specialties-west/,"Providence Health & Services in Oregon is a not-for-profit Catholic network of hospitals, care centers, health plans, physicians, clinics, home health care and affiliated services guided by a Mission of caring that the Sisters of Providence began in the West nearly 160 years ago.",45.5140727,-122.841048,
yes,,ohsujobs@ohsu.edu,OHSU,Psychiatrist,- Mental / Dementia,,mental dementia.jpeg,,,,3181 S.W. Sam Jackson Park Rd.,Portland,OR,97239-3098,503-494-4444,https://www.ohsu.edu/brain-institute,"Oregon Health & Science University is dedicated to improving the health and quality of life for all Oregonians through excellence, innovation and leadership in health care, education and research.",45.6344187,-122.6707763,
yes,,giving@lhs.org,Legacy Health,Psychiatrist,- Mental / Dementia,,mental dementia.jpeg,,,,P.O. Box 4484,Portland,OR,97208-4484,503-415-5600,https://www.legacyhealth.org/locations/clinics/specialty-clinics/legacy-medical-group-neurology.aspx,"Legacy has scientists and doctors exploring innovations in orthopedics, trauma, vision, neurosciences, robotic surgery, cancer and more –– all aimed at advancing medical care. One of our goals is to create a more efficient health care system by focusing on “care transformation,” which means we provide care to help people stay healthy and out of the hospital. ",45.5578484,-122.6620194,
